,winery,country,MTE: winery
758,G D Vajra,Italy,70.0
759,Stratus,Canada,70.0
760,Diego Conterno,Italy,70.0
761,Château Moulin de Grillet,France,70.0
762,Frazier,US,69.93333333333334
763,Krupp Brothers,US,69.86666666666666
764,Mastrojanni,Italy,69.84615384615384
765,Quinta do Crasto,Portugal,69.6875
766,Patland,US,69.66666666666667
767,Ramey,US,69.6190476190476
768,Agrapart & Fils,France,69.6111111111111
769,Tokaj Classic,Hungary,69.5
770,Gianni Voerzio,Italy,69.5
771,Seña,Chile,69.5
772,Viña Cobos,Argentina,69.44186046511628
773,Arns,US,69.375
774,Quinta das Heredias,Portugal,69.33333333333333
775,Domaine Patrick Javillier,France,69.33333333333333
776,Campo Eliseo,Spain,69.33333333333333
777,Pascal Doquet,France,69.25
778,Château Calon Ségur,France,69.0
779,Château de la Cour,France,69.0
780,Stone Tower,US,69.0
781,Law,US,69.0
782,Mueller Family Vineyards,US,69.0
783,Ovidio García,Spain,69.0
784,Campbells,Australia,69.0
785,GrapeHeart Vineyards,US,69.0
786,Canto et Fils,France,69.0
787,Château Fombrauge,France,69.0
788,VinRoc,US,68.77777777777777
789,Amizetta,US,68.75
790,Siro Pacenti,Italy,68.7
791,Wedell Cellars,US,68.63636363636364
792,Marchesi Fumanelli,Italy,68.57142857142857
793,Le Chiuse,Italy,68.57142857142857
794,Roberts & Rogers,US,68.57142857142857
795,B Cellars,US,68.47058823529412
796,Côte Bonneville,US,68.35294117647061
797,Franco M. Martinetti,Italy,68.33333333333333
798,Burmester,Portugal,68.30769230769229
799,Trabucchi d'Illasi,Italy,68.25
800,Tara Bella,US,68.14285714285714
801,Standish,US,68.1111111111111
802,Standish,Australia,68.1111111111111
803,Charles Heidsieck,France,68.08333333333333
804,Hyde de Villaine,US,68.0
805,Ch.igai Takaha,US,68.0
806,Enrico Gatti,Italy,68.0
807,Richard Partridge,US,68.0
808,Casetta,Italy,68.0
809,Pricum,Spain,68.0
810,Domaine Guy & Yvan Dufouleur,France,68.0
811,Red Poets,US,68.0
812,Briar Rose,US,68.0
813,Celler Burgos-Porta,Spain,68.0
814,La Poderina,Italy,67.92857142857143
815,Tendil & Lombardi,France,67.8888888888889
816,Ideology,US,67.75
817,TapaNappa,Australia,67.75
818,L'Aventure,US,67.72727272727273
819,Castiglion del Bosco,Italy,67.7
820,Sanguis,US,67.6829268292683
821,Tor Kenward,US,67.66666666666667
822,Collemattoni,Italy,67.66666666666667
823,Bodega Catena Zapata,Argentina,67.64948453608247
824,Nice,US,67.5
825,Quinta do Fojo,Portugal,67.5
826,Quinta da Foz,Portugal,67.5
827,Nice,Argentina,67.5
828,Ramiro's Wine Cellar,Spain,67.5
829,Bodega Noemía de Patagonia,Argentina,67.38461538461539
830,Jean Taillefert,South Africa,67.33333333333333
831,La Magia,Italy,67.33333333333333
832,Etude,US,67.28169014084507
833,Etude,New Zealand,67.28169014084507
834,Col d'Orcia,Italy,67.26923076923077
835,Sullivan,US,67.22222222222223
836,Fuligni,Italy,67.19047619047619
837,Amapola Creek,US,67.16666666666667
838,Quinta Seara d'Ordens,Portugal,67.0
839,Olek Bondonio,Italy,67.0
840,Tenuta Santa Maria alla Pieve,Italy,67.0
841,Melanson,US,67.0
842,Casanuova delle Cerbaie,Italy,67.0
843,I Saltari,Italy,67.0
844,Château Smith Haut Lafitte,France,67.0
845,Georg Breuer,Germany,66.95
846,Château Suduiraut,France,66.875
847,Heathcote Estate,Australia,66.8
848,Sierra Cantabria,Spain,66.74324324324324
849,Domaine Zind-Humbrecht,France,66.69230769230771
850,Ballot Millot et Fils,France,66.66666666666667
851,Figgins,US,66.66666666666667
852,Amalia,Italy,66.66666666666667
853,Della,US,66.66666666666667
854,Epoch Estate Wines,US,66.66666666666667
855,Fattoria Nittardi,Italy,66.66666666666667
856,Domaine la Mereuille,France,66.6
857,Dobogó,Hungary,66.58333333333333
858,Corliss Estates,US,66.53846153846153
859,La Spinetta,Italy,66.44444444444444
860,Parker,Australia,66.42857142857143
861,Bertrand Ambroise,France,66.41666666666667
862,Frias,US,66.25
863,Bon Coeur,US,66.25
864,Castello di Verduno,Italy,66.23076923076923
865,La Sirena,US,66.1111111111111
866,Cálem,Portugal,66.07692307692308
867,Gérard Bertrand,France,66.03260869565217
868,Les Belles Collines,US,66.0
869,Francesco Rinaldi,Italy,66.0
870,Còlpetrone,Italy,66.0
871,Maggy Hawk,US,66.0
872,Tetra,US,66.0
873,Aperture,US,66.0
874,Butting Heads,Australia,66.0
875,Fernando Dupont,Argentina,66.0
876,Bodegas B.G.,Spain,66.0
877,Oddero,Italy,65.94117647058823
878,Lancaster,US,65.85714285714286
879,Duckhorn,US,65.73529411764707
880,Paul Jaboulet Aîné,France,65.69642857142857
881,Henri Goutorbe,France,65.66666666666667
882,Joseph Perrier,France,65.66666666666667
883,Bergström,US,65.63333333333334
884,S.C. Pannell,Australia,65.57142857142857
885,AuburnJames,US,65.5
886,Chateau Montelena,US,65.46666666666667
887,Daou,US,65.46666666666667
888,Two Hands,US,65.31111111111112
889,Two Hands,Australia,65.31111111111112
890,Shirvington,Australia,65.25
891,Black Coyote,US,65.25
892,Pierre Moncuit,France,65.23076923076923
893,Franz Hirtzberger,Austria,65.22222222222223
894,Fattoria Le Pupille,Italy,65.05
895,Spring Mountain Vineyard,US,65.04545454545455
896,Native Flora,US,65.0
897,LTU,Argentina,65.0
898,Résonance,US,65.0
899,Château la Dominique,France,65.0
900,Padis,US,65.0
901,Le Macioche,Italy,65.0
902,Vignobles Mayard,France,65.0
903,Philippe Fontaine,France,65.0
904,Dalrymple,Australia,65.0
905,Château la Fortune,France,65.0
906,Pian dell'Orino,Italy,65.0
907,Pestoni Family,US,65.0
908,Argentiera,Italy,65.0
909,Hesperian,US,65.0
910,Ankh,US,65.0
911,Château la Gravière Grand Poujeaux,France,65.0
912,Château de l'Annonciation,France,65.0
913,Château Fayat,France,65.0
914,Pont de Chevalier,US,65.0
915,Brunelli Martoccia,Italy,65.0
916,Taplin Cellars,US,65.0
917,Lilbert-Fils,France,65.0
918,Pursued by Bear,US,65.0
919,Château d'Eyran,France,65.0
920,The Heavy,US,65.0
921,Bulas,Portugal,65.0
922,Littorai,US,65.0
923,Nicolas Potel,France,65.0
924,Livio Sassetti,Italy,65.0
925,B. Leighton,US,65.0
926,Meroi,Italy,65.0
927,Diamond Terrace,US,65.0
928,SalvaTerra,Italy,65.0
929,White Rock Vineyards,US,65.0
930,Brave & Maiden,US,65.0
931,Demencia de Autor,Spain,65.0
932,Corte Aleardi,Italy,65.0
933,Barons,US,65.0
934,Podversic Damijan,Italy,65.0
935,Rocky Point,US,65.0
936,Garden Creek,US,65.0
937,Col di Lamo,Italy,65.0
938,Eighty Four,US,65.0
939,Château Lafaurie-Peyraguey,France,65.0
940,Chêne Bleu,France,65.0
941,Leto,US,65.0
942,Black Bart,US,65.0
943,ZaHa,Argentina,65.0
944,Chateau de Launay,France,65.0
945,Château Robert,France,65.0
946,Chateau La Tour Carnet,France,65.0
947,Saint Cosme,France,65.0
948,Château Haut Boutisse,France,65.0
949,Enrico Bergadano,Italy,65.0
950,John Robert Eppler,US,65.0
951,Jayson,US,65.0
952,Larry Hyde and Sons,US,65.0
953,Besserat de Bellefon,France,65.0
954,Tuck Beckstoffer,US,64.83333333333333
955,Wenzel,Austria,64.83333333333333
956,Ferghettina,Italy,64.8
957,Seavey,US,64.75
958,Reverie,US,64.73809523809524
959,Château Grand Tayac,France,64.66666666666667
960,René Geoffroy,France,64.66666666666667
961,Passopisciaro,Italy,64.55555555555556
962,O'Shaughnessy,US,64.5
963,Armilla,Italy,64.5
964,Clos Mogador,Spain,64.5
965,Tenuta i Saltari,Italy,64.5
966,Duval-Leroy,France,64.5
967,Poggio Mandorlo,Italy,64.4
968,Tenuta Sette Cieli,Italy,64.33333333333333
969,Reynolds Family Winery,US,64.25
970,Forget-Brimont,France,64.23076923076923
971,Cayuse,US,64.22222222222223
972,Super Sonoman,US,64.16666666666667
973,Atlas Peak,US,64.16666666666667
974,E. Pira e Figli (Chiara Boschis),Italy,64.06666666666666
975,T.W. Fermentation,US,64.0
976,Switchback Ridge,US,64.0
977,Casa Balocca,Italy,64.0
978,Marchesato degli Aleramici,Italy,63.88888888888889
979,Ram's Gate,US,63.875
980,Rasa,US,63.8
981,F X Pichler,Austria,63.78571428571429
982,Bodegas Vínícola Real,Spain,63.75
983,Varnier Fannière,France,63.66666666666666
984,Relic,US,63.66666666666666
985,Brewer-Clifton,US,63.66666666666666
986,Chaleur Estate,US,63.66666666666666
987,Pehu-Simonet,France,63.6
988,Petra,Italy,63.53333333333333
989,Château Mille-Roses,France,63.5
990,Trivium,US,63.33333333333334
991,Marqués de Vargas,Spain,63.25
992,Bel Colle,Italy,63.22222222222222
993,Dry River,New Zealand,63.185185185185176
994,Larmandier-Bernier,France,63.16666666666666
995,Bric Cenciurio,Italy,63.14285714285714
996,Hélène Garcin,Argentina,63.09090909090909
997,Bodegas La Horra,Spain,63.0
998,Bertrand-Delespierre,France,63.0
999,Jean Milan,France,63.0
1000,Sean Thackrey,US,63.0
1001,Château La Nerthe,France,63.0
1002,Castell'In Villa,Italy,63.0
1003,Moccagatta,Italy,63.0
1004,Quinta do Vesuvio,Portugal,63.0
1005,Tenute Silvio Nardi,Italy,62.92307692307693
1006,Domaine Laroche,France,62.88571428571429
1007,Drappier,France,62.8695652173913
1008,La Jota Vineyard,US,62.86666666666667
1009,Flowers,US,62.83333333333334
1010,Michele Satta,Italy,62.7037037037037
1011,Tenuta La Fuga,Italy,62.7
1012,Château de Tracy,France,62.67857142857143
1013,Wine & Soul,Portugal,62.625
1014,Roxo Port Cellars,US,62.6
1015,Domaine du Colombier,France,62.57142857142857
1016,Poggio il Castellare,Italy,62.5
1017,Hoopes,US,62.5
1018,Lynch,US,62.5
1019,Capafons-Ossó,Spain,62.5
1020,A. Faustini,US,62.5
1021,Costa Olmo,Italy,62.5
1022,Charbay,US,62.5
1023,Ridolfi,Italy,62.5
1024,Domaines Devillard,France,62.45454545454545
1025,Sauska,Hungary,62.42857142857143
1026,Peju,US,62.40277777777778
1027,Ramspur,US,62.33333333333334
1028,Château Lascombes,France,62.28571428571429
1029,John Duval Wines,Australia,62.28571428571429
1030,Bellaria,Italy,62.25
1031,Ladera,US,62.214285714285715
1032,Tenuta Sette Ponti,Italy,62.17948717948718
1033,Château Langoa Barton,France,62.0
1034,Château Beau-Séjour Bécot,France,62.0
1035,Gaston Chiquet,France,62.0
1036,"Granja Ntra, Sra. de Remelluri",Spain,62.0
1037,Carlo Bisol Solighetto,Italy,62.0
1038,Poggio al Lupo,Italy,62.0
1039,Raúl Pérez,Spain,62.0
1040,Tenuta San Leonardo,Italy,62.0
1041,Pietro Caciorgna,Italy,62.0
1042,Cascina Adelaide,Italy,61.96296296296296
1043,Sodaro,US,61.944444444444436
1044,Aubry,France,61.90909090909091
1045,Corley,US,61.89655172413793
1046,Meyer Family Cellars,US,61.86666666666667
1047,Le Potazzine,Italy,61.85714285714285
1048,Capanna,Italy,61.85
1049,Citille di Sopra,Italy,61.75
1050,Tenuta Friggiali,Italy,61.75
1051,Sesta di Sopra,Italy,61.66666666666666
1052,Sordo,Italy,61.66666666666666
1053,The Grade,US,61.66666666666666
1054,Borgo del Tiglio,Italy,61.66666666666666
1055,Gargiulo,US,61.66666666666666
1056,Salvestrin,US,61.64285714285714
1057,Donatella Cinelli Colombini,Italy,61.611111111111114
1058,Château Gruaud Larose,France,61.6
1059,Roland Champion,France,61.6
1060,Podere La Vigna,Italy,61.57142857142857
1061,Mailly Grand Cru,France,61.5625
1062,J. de Telmont,France,61.5
1063,Livingston Moffett,US,61.5
1064,Soter,US,61.5
1065,Hidden Ridge,US,61.5
1066,Hollywood & Vine,US,61.5
1067,Lleiroso,Spain,61.5
1068,Sea Smoke,US,61.47826086956522
1069,Coppo,Italy,61.368421052631575
1070,Turnbull,US,61.29166666666666
1071,Cims de Porrera,Spain,61.25
1072,PianCornello,Italy,61.25
1073,HdV,US,61.2
1074,Château Branaire-Ducru,France,61.125
1075,Camparo,Italy,61.0
1076,Livia Fontana,Italy,61.0
1077,Château Quintus,France,61.0
1078,Domaine Lamy-Pillot,France,61.0
1079,Pierre Gimonnet et Fils,France,60.90909090909091
1080,Talenti,Italy,60.83333333333334
1081,William Harrison,US,60.83333333333334
1082,Agustí Torelló,Spain,60.66666666666666
1083,Small Vines,US,60.65217391304348
1084,La Togata,Italy,60.5
1085,Cornerstone,US,60.41666666666666
1086,Robert O. Smasne,US,60.33333333333334
1087,Adega de Favaios,Portugal,60.33333333333334
1088,San Biagio,Italy,60.33333333333334
1089,Ristow Estate,US,60.25
1090,Il Poggione,Italy,60.21739130434783
1091,Capichera,Italy,60.20833333333334
1092,Château Vray Croix de Gay,France,60.2
1093,Boscarelli,Italy,60.18181818181818
1094,Hartford Court,US,60.17857142857143
1095,Mario Gagliasso,Italy,60.16666666666666
1096,Stonestreet,US,60.06060606060606
1097,Château du Grand Bos,France,60.0
1098,Whitcraft,US,60.0
1099,Rento,Spain,60.0
1100,Château Fontenil,France,60.0
1101,Serdonis,US,60.0
1102,Clos Badon-Thunevin,France,60.0
1103,Delius,Spain,60.0
1104,Domaine René Monnier,France,60.0
1105,Château Romer du Hayot,France,60.0
1106,Fantesca,US,60.0
1107,Mount Eden Vineyards,US,60.0
1108,Methius,Italy,60.0
1109,The Terraces,US,60.0
1110,Domaine Emmanuel Giboulot,France,60.0
1111,Château de la Croix,France,60.0
1112,Le Clos de Beau-Père,France,60.0
1113,Paul Lato,US,60.0
1114,Tenuta Crocedimezzo,Italy,60.0
1115,Schwarz Wein,Austria,60.0
1116,Vitesse,US,60.0
1117,Château la Marzelle,France,60.0
1118,Dosio,Italy,60.0
1119,Pyramid Valley,New Zealand,60.0
1120,Magali,US,60.0
1121,Château Haut Bellevue,France,60.0
1122,Bolen,US,60.0
1123,Pegasus Estate,US,60.0
1124,Tenuta Buon Tempo,Italy,60.0
1125,James Johnson,US,60.0
1126,Bosque De Matasnos,Spain,60.0
1127,Three Fat Guys,US,60.0
1128,Ulithorne,Australia,60.0
1129,Genio del Pago,Italy,60.0
1130,Parry Cellars,US,60.0
1131,Il Macchione,Italy,60.0
1132,Cloud View,US,60.0
1133,Luigi Tecce,Italy,60.0
1134,Poderi Elia,Italy,60.0
1135,Kongsgaard,US,60.0
1136,Lucie,US,60.0
1137,Domaine Charly Nicolle,France,60.0
1138,Ellena,Italy,60.0
1139,Cent'Anni,US,60.0
1140,Podere Scopetone,Italy,60.0
1141,Corley Reserve,US,60.0
1142,Palazzo Wine,US,60.0
1143,Marenco,Italy,60.0
1144,Antonio Patric,US,60.0
1145,Sonría,US,60.0
1146,Vin de Manies,US,60.0
1147,Gemella,US,60.0
1148,Maison Nicolas Perrin,France,60.0
1149,Campogiovanni,Italy,60.0
1150,Tolaini,Italy,60.0
1151,Daniel,US,60.0
1152,Black Cordon,US,60.0
1153,Domaine de Marcoux,France,60.0
1154,Lioco,US,60.0
1155,Clos Cypres,Spain,60.0
1156,Volta,US,60.0
1157,Oakville Cross,US,60.0
1158,Battaglio,Italy,60.0
1159,Maximin Grünhäuser,Germany,59.90277777777778
1160,Von Othegraven,Germany,59.875
1161,Jean-Claude Boisset,France,59.805555555555564
1162,Château l'Enclos,France,59.75
1163,Crocker & Starr,US,59.75
1164,Baldacci,US,59.73913043478261
1165,Plumpjack,US,59.714285714285715
1166,Delamotte,France,59.714285714285715
1167,Château d'Armailhac,France,59.66666666666666
1168,Xavier Monnot,France,59.5625
1169,Palari,Italy,59.54545454545455
1170,Flora Springs,US,59.51546391752578
1171,La Fornace,Italy,59.5
1172,Challen,US,59.5
1173,Sequoia Grove,US,59.464285714285715
1174,Two Sisters,US,59.444444444444436
1175,Amantis,Italy,59.4
1176,Terre di Leone,Italy,59.33333333333334
1177,Pine Ridge,US,59.30357142857143
1178,Nicholas Cole Cellars,US,59.3
1179,Podere Sapaio,Italy,59.27272727272727
1180,En Garde,US,59.25
1181,Grgich Hills,US,59.019230769230774
1182,Jean Edwards,US,59.0
1183,Leoness,US,59.0
1184,Pintia,Spain,59.0
1185,Rage,US,59.0
1186,Bugay,US,59.0
1187,Querce Bettina,Italy,59.0
1188,Cascina Cucco,Italy,59.0
1189,Hibou,US,59.0
1190,L'Arco,Italy,59.0
1191,Feudi della Medusa,Italy,59.0
1192,Admirable Family Vineyard,US,59.0
1193,Sottimano,Italy,59.0
1194,Ayoub,US,59.0
1195,Señorío de Cuzcurrita,Spain,59.0
1196,The Dancing Fox,US,59.0
1197,Cantine Russo,Italy,59.0
1198,Thornton,US,59.0
1199,Vieux Château Chauvin,France,59.0
1200,San Vicente,Spain,59.0
1201,Poderi Luigi Einaudi,Italy,58.92
1202,Giacomo Grimaldi,Italy,58.77777777777778
1203,Canard-Duchêne,France,58.75
1204,Bacio Divino,US,58.73333333333333
1205,Evening Land,France,58.72093023255814
1206,Evening Land,US,58.72093023255814
1207,Quinta do Noval,Portugal,58.714285714285715
1208,Giuseppe Campagnola,Italy,58.66666666666666
1209,San Polino,Italy,58.64285714285714
1210,Pietranera,Italy,58.57142857142857
1211,Cà La Bionda,Italy,58.57142857142857
1212,Kagan,US,58.5
1213,Conway,US,58.5
1214,Schramsberg,US,58.45833333333334
1215,Tenute Niccolai,Italy,58.4
1216,Castellare di Castellina,Italy,58.368421052631575
1217,La Fiorita,Italy,58.33333333333334
1218,Viviani,Italy,58.33333333333334
1219,D.G. Viticultors,Spain,58.33333333333334
1220,Alexander-Smith,US,58.33333333333334
1221,Vall Llach,Spain,58.3
1222,Joh. Jos. Prüm,Germany,58.270270270270274
1223,Tedeschi,Italy,58.25714285714286
1224,Fossacolle,Italy,58.25
1225,Château de Fuissé,France,58.21739130434783
1226,Château Prieuré-Lichine,France,58.2
1227,Roux Père et Fils,France,58.16216216216216
1228,Armanino Family Cellars,US,58.15151515151515
1229,Delas Frères,France,58.13333333333333
1230,Wittmann,Germany,58.125
1231,Chanticleer,US,58.0
1232,Pierre Péters,France,58.0
1233,Château Beychevelle,France,58.0
1234,Barnaut,France,58.0
1235,Sererraglio Carole Bouquet,Italy,58.0
1236,Tedeschi Family,US,58.0
1237,Château Fonplégade,France,58.0
1238,Trespass,US,58.0
1239,Jaffe,US,58.0
1240,Tatiarra,Australia,58.0
1241,Mas Martinet,Spain,58.0
1242,Cirrus,South Africa,58.0
1243,Barros,Portugal,57.94736842105264
1244,Château Giscours,France,57.9
1245,Shea,US,57.83333333333334
1246,Charles Ellner,France,57.82608695652174
1247,Château Lagrézette,France,57.81818181818182
1248,Joseph Cellars,US,57.8
1249,Dominio de Berzal,Spain,57.75
1250,Garnier et Fils,France,57.57142857142857
1251,Dr. Hermann,Germany,57.54545454545455
1252,Saints Hills,Croatia,57.5
1253,Bodega Carmen Rodríguez,Spain,57.5
1254,Screen Door Cellars,US,57.5
1255,Padelletti,Italy,57.5
1256,Château Thuron,France,57.5
1257,Villa Girardi,Italy,57.5
1258,Scarlett,US,57.5
1259,Cain,US,57.5
1260,Meola Vineyards,US,57.5
1261,Lanson,France,57.5
1262,Alienor,US,57.46153846153846
1263,Dante Rivetti,Italy,57.4
1264,Robert Foley,US,57.375
1265,Robert Craig,US,57.36363636363637
1266,Niepoort,Portugal,57.36231884057971
1267,Monte del Frà,Italy,57.33333333333334
1268,Domaine Sylvain Pataille,France,57.33333333333334
1269,William Fèvre,Chile,57.29166666666666
1270,William Fèvre,France,57.29166666666666
1271,Feather,US,57.27272727272727
1272,Native 9,US,57.25
1273,Boroli,Italy,57.235294117647065
1274,Ernie Els,South Africa,57.22222222222222
1275,Mauro,Spain,57.2
1276,Tudor Wines,US,57.16666666666666
1277,ZD,US,57.153846153846146
1278,Fattoria dei Barbi,Italy,57.148148148148145
1279,Slaughterhouse Cellars,US,57.14285714285714
1280,Emilio's Terrace,US,57.14285714285714
1281,EnRoute,US,57.14285714285714
1282,DeLille,US,57.0625
1283,Reverdito,Italy,57.0
1284,Milziade Antano,Italy,57.0
1285,Redmon,US,57.0
1286,Senorio de San Vincente,Spain,57.0
1287,Château de Côme,France,57.0
1288,Williams Selyem,US,56.973045822102435
1289,Capture,US,56.952380952380956
1290,Mount Veeder,US,56.92307692307693
1291,Frank Family,US,56.897959183673464
1292,Millésimé,US,56.846153846153854
1293,Robinson Family Vineyards,US,56.75
1294,Joseph Faiveley,France,56.735294117647065
1295,Agnitio,US,56.66666666666666
1296,Valley Legend,US,56.66666666666666
1297,Varozza,US,56.66666666666666
1298,Château Laforge,France,56.66666666666666
1299,Castello Romitorio,Italy,56.66666666666666
1300,Mario Marengo,Italy,56.6
1301,Donelan,US,56.53846153846154
1302,Château Clerc Milon,France,56.5
1303,Hevron Heights Winery,Israel,56.5
1304,Camerano,Italy,56.42857142857143
1305,Nashwauk,Australia,56.4
1306,Tenuta Oliveto,Italy,56.4
1307,Francesc Sanchez Bas,Spain,56.4
1308,Heidsieck & Co Monopole,France,56.35714285714285
1309,Newton,US,56.34375
1310,Fornacina,Italy,56.33333333333334
1311,Pago de Sangara,Spain,56.33333333333334
1312,Daniel Rion,France,56.33333333333334
1313,Tenuta Barone Nicolò La Lumia,Italy,56.33333333333334
1314,Tenimenti Luigi D'Alessandro,Italy,56.33333333333334
1315,Brokenwood,Australia,56.3125
1316,Castello di Amorosa,US,56.2962962962963
1317,Bressia,Argentina,56.28571428571429
1318,Bellavista,Italy,56.269230769230774
1319,Sequum,US,56.25
1320,Capanne Ricci,Italy,56.25
1321,Think Tank,US,56.25
1322,Showket,US,56.25
1323,La Rioja Alta,Spain,56.25
1324,Malk,US,56.25
1325,Volker Eisele Family Estate,US,56.230769230769226
1326,Cumbre of Vine Hill,US,56.14285714285714
1327,Agustí Torelló Mata,Spain,56.09090909090909
1328,Domaine Schoffit,France,56.03703703703704
1329,Ascencion,US,56.0
1330,Tendril,US,56.0
1331,La Querciola,Italy,56.0
1332,460 Casina Bric,Italy,56.0
1333,Urla,Turkey,56.0
1334,Ernest & Julio Gallo,US,56.0
1335,Domaine de Villeneuve,France,56.0
