,region_1,country,MTE: region_1
674,Sicilia,Italy,22.529325513196483
675,Côtes de Bordeaux,France,22.52631578947368
676,Cesanese del Piglio,Italy,22.5
677,Clare Valley-Coonawarra,Australia,22.5
678,Puisseguin Saint-Émilion,France,22.428571428571423
679,Adelaide Hills,Australia,22.41304347826087
680,Colline Pescaresi,Italy,22.393939393939394
681,Monbazillac,France,22.33333333333333
682,Graves,France,22.307017543859647
683,Lugana,Italy,22.28767123287671
684,Valle de Uco,Argentina,22.25
685,Bourgogne,France,22.222689075630253
686,Sannio,Italy,22.2
687,Côtes de Duras,France,22.2
688,San Gimignano,Italy,22.2
689,Médoc,France,22.18518518518519
690,Dolcetto di Diano d'Alba,Italy,22.181818181818183
691,Alto Adige Valle Isarco,Italy,22.15
692,Great Southern,Australia,22.074074074074073
693,Monterey-Santa Barbara-Sonoma,US,22.0
694,Dogliani,Italy,22.0
695,Trinity County,US,22.0
696,Crémant de Jura,France,22.0
697,Beechworth,Australia,22.0
698,Mâcon-Azé,France,22.0
699,Santa Barbara-Monterey,US,22.0
700,Biferno Rosso,Italy,22.0
701,Monti Lessini,Italy,22.0
702,Napa County-Sonoma County-San Joaquin County,US,22.0
703,Jumilla,Spain,21.970588235294123
704,Morgon,France,21.94594594594595
705,Grand Valley,US,21.869565217391305
706,Langhorne Creek,Australia,21.86046511627907
707,Coteaux du Languedoc Pic Saint Loup,France,21.857142857142854
708,Mendocino County,US,21.817972350230413
709,Barbera d'Asti,Italy,21.796052631578952
710,Campi Flegrei,Italy,21.777777777777782
711,Cole Ranch,US,21.76923076923077
712,Cortese di Gavi,Italy,21.66666666666667
713,Offida Passerina,Italy,21.66666666666667
714,Ventoux,France,21.66666666666667
715,Tarragona,Spain,21.66666666666667
716,McLaren Vale-Adelaide Hills,Australia,21.6
717,La Clape,France,21.6
718,Idaho,US,21.53333333333333
719,St. David's Bench,Canada,21.5
720,Vino de la Tierra de Castelló,Spain,21.5
721,Montefalco,Italy,21.5
722,Coteaux du Giennois,France,21.5
723,Sant' Agata dei Goti,Italy,21.5
724,Colli Bolognesi,Italy,21.5
725,San Bernabe,US,21.5
726,Menetou-Salon,France,21.475
727,Soave Superiore,Italy,21.416666666666668
728,Salta,Argentina,21.38571428571429
729,Bizkaiko Txakolina,Spain,21.33333333333333
730,Vigneti delle Dolomiti,Italy,21.303030303030305
731,Friuli Venezia Giulia,Italy,21.285714285714285
732,Eloro,Italy,21.25
733,Coteaux Varois en Provence,France,21.238095238095237
734,Grampians,Australia,21.2
735,Premieres Côtes de Bordeaux,France,21.17241379310345
736,Southeastern New England,US,21.125
737,Tavel,France,21.11111111111111
738,Monferrato,Italy,21.09090909090909
739,Crémant d'Alsace,France,21.061224489795922
740,Bourgueil,France,21.05
741,Antelope Valley of the California High Desert,US,21.0
742,Jahant,US,21.0
743,Petit Chablis,France,21.0
744,Clairette de Die,France,21.0
745,Lamezia,Italy,21.0
746,Teroldego Rotaliano,Italy,21.0
747,Colli Trevigiani,Italy,21.0
748,Colli Pesaresi,Italy,21.0
749,Monterey,US,20.92128801431127
750,Shenandoah Valley,US,20.894736842105264
751,New Mexico,US,20.88421052631579
752,Côtes de Bourg,France,20.88135593220339
753,Colli di Faenza,Italy,20.857142857142858
754,Corbières,France,20.75824175824176
755,Veneto,Italy,20.755905511811022
756,Vin de Savoie,France,20.75
757,Pacherenc du Vic Bilh,France,20.75
758,Gavi,Italy,20.681818181818183
759,Ribeira Sacra,Spain,20.65625
760,Rosso Conero,Italy,20.6
761,Calabria,Italy,20.571428571428573
762,Alella,Spain,20.555555555555557
763,Erice,Italy,20.5
764,Comté Toulosan,France,20.5
765,Potter Valley,US,20.485714285714284
766,Crémant de Loire,France,20.365853658536587
767,Côtes du Marmandais,France,20.357142857142858
768,Soave Classico Superiore,Italy,20.35
769,Crémant de Bourgogne,France,20.33684210526316
770,Moulin-à-Vent,France,20.315789473684212
771,Blaye Côtes de Bordeaux,France,20.30769230769231
772,Vermentino di Sardegna,Italy,20.25423728813559
773,Beamsville Bench,Canada,20.25
774,Vin de Pays des Coteaux de Peyriac,France,20.25
775,Gaillac,France,20.21686746987952
776,New South Wales,Australia,20.153846153846157
777,Vittoria,Italy,20.1
778,Monterrei,Spain,20.066666666666666
779,Brachetto d'Acqui,Italy,20.0625
780,Rías Baixas,Spain,20.062360801781736
781,Verdicchio dei Castelli di Jesi Classico Superiore,Italy,20.041666666666668
782,Adelaide,Australia,20.01851851851852
783,Lugana Superiore,Italy,20.0
784,Monterey County-Napa County-Sonoma County,US,20.0
785,Irancy,France,20.0
786,Crémant de Die,France,20.0
787,Lanzarote,Spain,20.0
788,Cour-Cheverny,France,20.0
789,Napa-Sonoma-Lake,US,20.0
790,Napa-Mendocino-Santa Clara Counties,US,20.0
791,Murgia,Italy,20.0
792,Picpoul de Pinet,France,20.0
793,Civitella d'Agliano,Italy,20.0
794,Colli Martani,Italy,20.0
795,Rivesaltes Rosé,France,20.0
796,Pemberton,Australia,20.0
797,Mâcon-Péronne,France,20.0
798,Patagonia,Argentina,20.0
799,Sonoma County-San Joaquin County,US,20.0
800,Coteaux d'Aix-en-Provence,France,19.95294117647059
801,Central Coast,US,19.94491525423729
802,Puglia,Italy,19.900763358778626
803,Mâcon-Chardonnay,France,19.9
804,Lacryma Christi del Vesuvio,Italy,19.892857142857142
805,Monterey County,US,19.867469879518076
806,Vin de France,France,19.863636363636363
807,Côtes du Tarn,France,19.83333333333333
808,Rattlesnake Hills,US,19.828282828282827
809,Vouvray,France,19.813953488372096
810,Yolo County,US,19.793103448275858
811,Victoria,Australia,19.782608695652176
812,Saumur-Champigny,France,19.777777777777782
813,Valpolicella Ripasso,Italy,19.75
814,New Jersey,US,19.73913043478261
815,Languedoc,France,19.6875
816,Extremadura,Spain,19.625
817,Mudgee,Australia,19.615384615384613
818,Gavi di Gavi,Italy,19.615384615384613
819,Vittoria Frappato,Italy,19.6
820,Madrid,Spain,19.555555555555557
821,Falanghina del Sannio,Italy,19.555555555555557
822,Soave Classico,Italy,19.54301075268817
823,Cabardes,France,19.5
824,North Carolina,US,19.5
825,Fitou,France,19.5
826,Aglianico del Beneventano,Italy,19.5
827,Manchuela,Spain,19.444444444444443
828,Valpolicella Ripasso Valpantena,Italy,19.428571428571427
829,Roero Arneis,Italy,19.416666666666668
830,Mendoza,Argentina,19.386670416197976
831,Vinos de Madrid,Spain,19.375
832,Mâcon,France,19.33333333333333
833,Ribeiro,Spain,19.288888888888884
834,Côtes de Castillon,France,19.272727272727273
835,Reuilly,France,19.263157894736842
836,Saint-Nicolas-de-Bourgueil,France,19.25
837,Mendocino-Amador,US,19.2
838,Châteaumeillant,France,19.2
839,Bourgogne Aligoté,France,19.153846153846157
840,Finger Lakes,US,19.128205128205128
841,Vermentino di Gallura,Italy,19.125
842,Conegliano Valdobbiadene Prosecco Superiore,Italy,19.123028391167196
843,Anjou,France,19.096153846153847
844,Quincy,France,19.08333333333333
845,Argentina,Argentina,19.056603773584907
846,Vesuvio,Italy,19.0
847,Todi,Italy,19.0
848,Anjou Villages,France,19.0
849,Saint-Chinian,France,19.0
850,Alicante-Marina Alta,Spain,19.0
851,Colline Novaresi,Italy,19.0
852,Catalanesca del Monte Somma,Italy,19.0
853,Virginia's Eastern Shore,US,19.0
854,Chianti Colli Fiorentini,Italy,18.928571428571427
855,Dolcetto d'Alba,Italy,18.8953488372093
856,Madera,US,18.818181818181817
857,Corse,France,18.8
858,Mâcon-Fuissé,France,18.8
859,Molise,Italy,18.777777777777782
860,Ancient Lakes,US,18.777777777777782
861,Salento,Italy,18.772151898734176
862,Swan Creek,US,18.666666666666668
863,Chianti Montalbano,Italy,18.666666666666668
864,Juliénas,France,18.625
865,Cafayate,Argentina,18.622754491017965
866,Saumur,France,18.58333333333333
867,Vista Flores,Argentina,18.52380952380953
868,Hilltops,Australia,18.5
869,Barbera del Monferrato,Italy,18.5
870,Tarantino,Italy,18.5
871,Monica di Sardegna,Italy,18.5
872,Frankland River,Australia,18.4375
873,Lodi,US,18.43663594470046
874,Lambrusco di Sorbara,Italy,18.428571428571427
875,Tupungato,Argentina,18.36244541484716
876,San Lucas,US,18.285714285714285
877,Alicante,Spain,18.259259259259263
878,Piedmont,Italy,18.25675675675676
879,Vernaccia di San Gimignano,Italy,18.149253731343286
880,Brouilly,France,18.095238095238095
881,Spain,Spain,18.05128205128205
882,Isonzo del Friuli,Italy,18.043478260869566
883,Coteaux du Lyonnais,France,18.0
884,Lambrusco Grasparossa di Castelvetro,Italy,18.0
885,Costers del Segre,Spain,18.0
886,Crémant de Limoux,France,18.0
887,Lake Erie North Shore,Canada,18.0
888,Roussette de Savoie,France,18.0
889,Colli di Luni,Italy,18.0
890,Sonoma-Mendocino,US,18.0
891,Yarra Valley-Heathcote,Australia,18.0
892,McLaren Vale-Langhorne Creek,Australia,18.0
893,Anderson Valley-Sonoma County-Cole Ranch,US,18.0
894,Biferno Bianco,Italy,18.0
895,Sonoma-Santa Barbara-Mendocino,US,18.0
896,Texas,US,17.902439024390247
897,Hautes Côtes de Nuits,France,17.9
898,Maipú,Argentina,17.82456140350877
899,Falanghina del Beneventano,Italy,17.75
900,Bordeaux Supérieur,France,17.74719101123595
901,Terra Alta,Spain,17.74418604651163
902,Basilicata,Italy,17.727272727272727
903,Tierra Manchuela,Spain,17.666666666666668
904,Prosecco di Conegliano,Italy,17.647058823529417
905,Prosecco di Valdobbiadene,Italy,17.646153846153847
906,Chiroubles,France,17.625
907,Sangiovese di Romagna,Italy,17.583333333333332
908,Alto Valle del Río Negro,Argentina,17.571428571428573
909,Cava,Spain,17.554806070826302
910,Limestone Coast,Australia,17.548387096774196
911,Beneventano,Italy,17.545454545454547
912,King Valley,Australia,17.526315789473685
913,Collioure,France,17.5
914,Sonoma County-Monterey County-Napa County,US,17.5
915,Casorzo,Italy,17.5
916,Clarksburg,US,17.484848484848484
917,Muscadet Côtes de Grandlieu,France,17.333333333333332
918,Sonoma,US,17.333333333333332
919,Prosecco di Conegliano e Valdobbiadene,Italy,17.27777777777778
920,Bordeaux Blanc,France,17.264808362369337
921,Côte Chalonnaise,France,17.25
922,Rosso di Montepulciano,Italy,17.21818181818182
923,Mokelumne River,US,17.125
924,New York,US,17.089430894308947
925,Western Australia,Australia,17.05185185185185
926,Prosecco Treviso,Italy,17.0
927,Listrac,France,17.0
928,Mâcon-Vergisson,France,17.0
929,Mendocino-Lake County-Napa,US,17.0
930,Soave Colli Scaligeri,Italy,17.0
931,Lambrusco di Modena,Italy,17.0
932,Vermentino di Toscana,Italy,17.0
933,Piave,Italy,16.976190476190474
934,Neuquén,Argentina,16.975806451612904
935,Cayuga Lake,US,16.953125
936,Cirò,Italy,16.88888888888889
937,Minervois,France,16.855670103092784
938,Mendocino-Sonoma-Amador,US,16.8
939,Sonoma County-Santa Barbara County,US,16.8
940,Beaumes-de-Venise,France,16.666666666666668
941,Diano d'Alba,Italy,16.666666666666668
942,Valpolicella Classico,Italy,16.62
943,Lambrusco Reggiano,Italy,16.555555555555557
944,Moscato d'Asti,Italy,16.50375939849624
945,Bourgogne Côtes d’Auxerre,France,16.5
946,Manzanilla-Sanlúcar de Barrameda,Spain,16.5
947,Penisola Sorrentina,Italy,16.5
948,Mâcon-Lugny,France,16.46153846153846
949,Navarra,Spain,16.45505617977528
950,Breganze,Italy,16.4
951,Buzet,France,16.4
952,Fronton,France,16.395833333333332
953,Bullas,Spain,16.333333333333332
954,Leelanau Peninsula,US,16.2
955,Emilia,Italy,16.11111111111111
956,Beaujolais Blanc,France,16.1
957,San Carlos,Argentina,16.066666666666666
958,Erbaluce di Caluso,Italy,16.0
959,Strathbogie Ranges,Australia,16.0
960,Ohio River Valley,US,16.0
961,Valpolicella Valpantena,Italy,16.0
962,Côtes de Montravel,France,16.0
963,Nuragus di Cagliari,Italy,16.0
964,Vin de Pays des Côtes de Thongue,France,16.0
965,Currency Creek-McLaren Vale,Australia,16.0
966,Régnié,France,16.0
967,Vino de la Tierra Ribera del Jiloca,Spain,16.0
968,Hautes Cotes de Beaune,France,16.0
969,Custoza Superiore,Italy,16.0
970,Mâcon-Villages,France,16.0
971,Michigan,US,16.0
972,Montecarlo,Italy,16.0
973,Cerasuolo d'Abruzzo,Italy,16.0
974,Galatina,Italy,16.0
975,Vin de Pays de Caux,France,16.0
976,Australia,Australia,15.956521739130435
977,Bergerac,France,15.906666666666665
978,Coteaux Bourguignons,France,15.875
979,Valpolicella,Italy,15.866666666666667
980,Central Victoria,Australia,15.833333333333336
981,Napa-Amador,US,15.8
982,San Rafael,Argentina,15.79
983,Riverina,Australia,15.68421052631579
984,Zonda Valley,Argentina,15.666666666666664
985,Coteaux Varois,France,15.666666666666664
986,Alta Mesa,US,15.636363636363635
987,Trentino,Italy,15.589743589743591
988,Blanquette de Limoux,France,15.5
989,Adelaide Plains,Australia,15.5
990,Valdadige,Italy,15.5
991,Bordeaux Clairet,France,15.5
992,Calatayud,Spain,15.443396226415095
993,Marcillac,France,15.375
994,Chianti Superiore,Italy,15.32258064516129
995,Prosecco,Italy,15.304
996,Vin de Pays des Côtes Catalanes,France,15.277777777777779
997,Missouri,US,15.268292682926829
998,Nevada County,US,15.25
999,Vino de la Tierra Ribera del Gállego-Cinco Villas,Spain,15.2
1000,Lacrima di Morro d'Alba,Italy,15.2
1001,Cheverny,France,15.166666666666664
1002,Rueda,Spain,15.07563025210084
1003,Côtes du Rhône,France,15.053571428571427
1004,Chile,Chile,15.0
1005,Outer Coastal Plain,US,15.0
1006,Barco Reale di Carmignano,Italy,15.0
1007,Ohio,US,15.0
1008,Mâcon-Prissé,France,15.0
1009,Verdicchio di Matelica,Italy,15.0
1010,Mendocino-Amador-Napa,US,15.0
1011,Bellarine Peninsula,Australia,15.0
1012,California-Oregon,US,15.0
1013,Strathbogie Ranges-Mornington Peninsula,Australia,15.0
1014,Vin de Pays de la Vallée de l’Aude,France,15.0
1015,Alto Valle de Uco,Argentina,15.0
1016,Dolcetto d'Asti,Italy,15.0
1017,Dolcetto di Monferrato,Italy,15.0
1018,Terre di Chieti,Italy,15.0
1019,Delle Venezie,Italy,14.954022988505747
1020,Marsala,Italy,14.941176470588234
1021,Taburno,Italy,14.933333333333335
1022,Soave,Italy,14.926315789473687
1023,California,US,14.910693641618495
1024,Emilia-Romagna,Italy,14.9
1025,Asti,Italy,14.863636363636365
1026,Mendocino-Lake,US,14.857142857142858
1027,Saint-Bris,France,14.818181818181818
1028,Salice Salentino,Italy,14.81578947368421
1029,St.-Véran,France,14.75
1030,Vin de Pays Var,France,14.7
1031,Puget Sound,US,14.692307692307693
1032,Val de Loire,France,14.666666666666664
1033,Cariñena,Spain,14.659090909090908
1034,Lake County-Mendocino County,US,14.571428571428573
1035,San Juan,Argentina,14.509677419354839
1036,Muscadet Sèvre et Maine,France,14.5
1037,Grand River Valley,US,14.470588235294118
1038,Bordeaux,France,14.431159420289855
1039,Venezia,Italy,14.333333333333336
1040,Vin de Pays du Val de Cesse,France,14.333333333333336
1041,Touraine,France,14.277777777777779
1042,Utiel-Requena,Spain,14.270270270270268
1043,Dunnigan Hills,US,14.222222222222221
1044,Prosecco del Veneto,Italy,14.164383561643836
1045,Western Connecticut Highlands,US,14.0
1046,Dolcetto d'Acqui,Italy,14.0
1047,Pays de Loire,France,14.0
1048,Rosé de Loire,France,14.0
1049,South Australia-Victoria,Australia,14.0
1050,Siskiyou County,US,14.0
1051,Orvieto,Italy,14.0
1052,Terrasses du Larzac,France,14.0
1053,Cirò Classico,Italy,14.0
1054,Muscadet,France,14.0
1055,Savoie,France,14.0
1056,Marca Trevigiana,Italy,14.0
1057,Coteaux d'Ancenis,France,14.0
1058,Bardolino,Italy,14.0
1059,St.-Amour,France,14.0
1060,Beaujolais Rosé,France,14.0
1061,Chardonnay di Toscana,Italy,14.0
1062,Alcamo,Italy,13.875
1063,Frascati Superiore,Italy,13.833333333333336
1064,Friuli Aquileia,Italy,13.823529411764708
1065,Sable de Camargue,France,13.75
1066,Iowa,US,13.75
1067,Chianti,Italy,13.740566037735848
1068,Famatina Valley,Argentina,13.732142857142858
1069,Côtes de Thongue,France,13.666666666666664
1070,Costières de Nîmes,France,13.661538461538461
1071,Bordeaux Rosé,France,13.6375
1072,Friuli Grave,Italy,13.608108108108109
1073,Aminga Valley,Argentina,13.6
1074,Vin de Pays de L'Herault,France,13.571428571428573
1075,Castelli Romani,Italy,13.571428571428573
1076,Luberon,France,13.5
1077,Campo de Borja,Spain,13.43877551020408
1078,Chianti Colli Senesi,Italy,13.418181818181818
1079,Beaujolais,France,13.364864864864865
1080,Lot,France,13.363636363636365
1081,Tulum Valley,Argentina,13.352941176470587
1082,Yecla,Spain,13.35
1083,Gravina,Italy,13.333333333333336
1084,Muscat de Saint-Jean de Minervois,France,13.333333333333336
1085,Primitivo del Salento,Italy,13.333333333333336
1086,Vino Tierra de León,Spain,13.333333333333336
1087,Vin Mousseux,France,13.271739130434785
1088,Montepulciano d'Abruzzo Cerasuolo,Italy,13.222222222222221
1089,Almansa,Spain,13.2
1090,Côtes Catalanes,France,13.2
1091,Beaujolais-Villages,France,13.101694915254235
1092,Côtes du Luberon,France,13.071428571428573
1093,Valdepeñas,Spain,13.048780487804878
1094,Bardolino Chiaretto,Italy,13.0
1095,Currency Creek,Australia,13.0
1096,Napa County-Lake County,US,13.0
1097,Vin de Pays de France,France,13.0
1098,Southern Highlands,Australia,13.0
1099,Short Hills Bench,Canada,13.0
1100,Granite Belt,Australia,13.0
1101,Rosé d'Anjou,France,13.0
1102,Touraine Amboise,France,13.0
1103,Gard,France,13.0
1104,Moselle VDQS,France,13.0
1105,Bardolino Classico,Italy,13.0
1106,Vin de Pays du Gard,France,13.0
1107,Vin de Pays des Coteaux de Bessilles,France,13.0
1108,Catamarca,Argentina,13.0
1109,Vin de Pays de la Méditerranée,France,13.0
1110,Italy,Italy,12.806451612903226
1111,Terra degli Osci,Italy,12.8
1112,Verdicchio dei Castelli di Jesi,Italy,12.75
1113,Barbera di Piemonte,Italy,12.666666666666664
1114,Vino de la Tierra Contraviesa Alpujarra,Spain,12.583333333333336
1115,Murray-Darling,Australia,12.5
1116,Vin de Pays Cité de Carcassonne,France,12.5
1117,Bergerac Rosé,France,12.333333333333336
1118,Copertino,Italy,12.333333333333336
1119,Vin de Pays du Val de Loire,France,12.333333333333336
1120,Vino de la Tierra de Castilla,Spain,12.305466237942124
1121,Vino de la Tierra del Bajo Aragón,Spain,12.142857142857142
1122,Vin de Pays du Comté Tolosan,France,12.111111111111109
1123,Ribera del Guadiana,Spain,12.105263157894735
1124,Pays d'Oc,France,12.041666666666664
1125,Côtes de Frontonnais,France,12.0
1126,Ribera del Júcar,Spain,12.0
1127,Vin de Pays du Lot,France,12.0
1128,Amador-Napa,US,12.0
1129,Colli Asolani Prosecco,Italy,12.0
1130,Vin de Pays de la Haute Vallée de l’Aude,France,12.0
1131,Landes,France,12.0
1132,Dolcetto d'Alba Superiore,Italy,12.0
1133,Clairette de Bellegarde,France,12.0
1134,Aude,France,12.0
1135,Muscadet Coteaux de la Loire,France,12.0
1136,Primitivo del Tarantino,Italy,12.0
1137,Coteaux du Tricastin,France,12.0
1138,Martina,Italy,12.0
1139,Cabernet d'Anjou,France,12.0
1140,Charentais,France,12.0
1141,Darlington Point,Australia,12.0
1142,Touraine Mesland,France,12.0
1143,Côtes de Gascogne,France,12.0
1144,Entre-Deux-Mers,France,11.888888888888891
1145,La Rioja,Argentina,11.871794871794872
1146,Catalunya,Spain,11.842105263157894
1147,La Mancha,Spain,11.801418439716313
1148,France,France,11.538461538461537
1149,Venezie,Italy,11.5
1150,South Eastern Australia,Australia,11.301255230125525
1151,Tierra de Castilla,Spain,11.245614035087721
1152,Vin de Pays Vignobles de France,France,11.181818181818182
1153,Catalonia,Spain,11.111111111111109
1154,Vin de Pays des Côtes de Gascogne,France,11.02247191011236
1155,Vin de Pays d'Oc,France,11.01027397260274
1156,Vin de Pays des Coteaux de Murviel,France,11.0
1157,Gundagai,Australia,11.0
1158,Mediterranée,France,11.0
1159,Chianti Colli Aretini,Italy,11.0
1160,Del Veneto,Italy,11.0
1161,Isle St. George,US,11.0
1162,Central Ranges,Australia,10.869565217391305
1163,Est! Est!! Est!!! di Montefiascone,Italy,10.833333333333336
1164,Ile de Beauté,France,10.8
1165,Chianti Colli Pisani,Italy,10.666666666666666
1166,Provincia di Pavia,Italy,10.6
1167,River Junction,US,10.4
1168,Vin de Pays du Jardin de la France,France,10.4
1169,Vin de Pays de L'Aude,France,10.333333333333334
1170,Orvieto Classico,Italy,10.23076923076923
1171,Alpine Valleys,Australia,10.0
1172,Lambrusco dell'Emilia,Italy,10.0
1173,Vin de Pays des Côtes de Thau,France,10.0
1174,Vin de Pays de Hauterive,France,10.0
1175,Falerio,Italy,10.0
1176,Toledo,Spain,10.0
1177,Haut-Poitou,France,10.0
1178,Arlanza,Spain,10.0
1179,California-Washington,US,10.0
1180,Castilla La Mancha,Spain,10.0
1181,Circeo,Italy,10.0
1182,Vin de Pays des Cévennes,France,9.833333333333334
1183,Uclés,Spain,9.23076923076923
1184,Côtes-du-Ventoux,France,9.222222222222221
1185,Falerio dei Colli Ascolani,Italy,9.2
1186,Stanislaus County,US,9.0
1187,Apulia,Italy,9.0
1188,Vin de Pays des Sables du Golfe du Lion,France,9.0
1189,Vin de Pays de Côtes du Tarn,France,9.0
1190,Vin de Pays des Pyrénees Orientales,France,9.0
1191,Pavia,Italy,8.571428571428571
1192,Sangiovese di Toscana,Italy,8.333333333333334
1193,Riviera Ligure di Ponente,Italy,8.333333333333334
1194,Vin de Pays de l'Ile de Beauté,France,8.0
1195,Australia-New Zealand,Australia,8.0
1196,Gers,France,7.0
1197,Cuyo,Argentina,5.0
